Sensor,Timestamp,DateTime,Date,Time,TimeNumeric,Seconds,Period,Temperature (°C),Humidity (%RH),Pressure (hPa),NO2 (ppm),NO2 (µg/m3),CO (ppm),CO (mg/m3),O3 (ppm),O3 (µg/m3),NO (ppm),NO (µg/m3),PM1 (µg/m3),PM2.5 (µg/m3),PM10 (µg/m3),UPT (s)
AQT530_T3810936,1648645074,2022-03-30T14:57:54,2022-03-30,14:57:54,14.95,2880,Day,12.2,73.0,986.3,,,0.455,0.0005298085977197551,0.012,0.02394511789640112,0.11199999999999999,0.1397264143471384,6.6,10.4,25.5,2940
AQT530_T3810936,1648645134,2022-03-30T14:58:54,2022-03-30,14:58:54,14.966666666666667,2940,Day,12.2,71.7,986.3,,,0.447,0.0005204932817158913,0.013000000000000001,0.025940544387767883,0.102,0.12725084163757247,6.6,10.4,25.5,3000
AQT530_T3810936,1648645194,2022-03-30T14:59:54,2022-03-30,14:59:54,14.983333333333333,3000,Day,12.2,72.8,986.2,,,0.44,0.0005122904343157029,0.01,0.019952241770109486,0.096,0.11975335510419714,6.6,10.4,25.5,3060
AQT530_T3810936,1648645254,2022-03-30T15:00:54,2022-03-30,15:00:54,15.0,3060,Day,12.1,75.0,986.2,,,0.435,0.0005066465047638738,0.009000000000000001,0.017963312778933104,0.091,0.11355599653036157,6.6,10.4,25.5,3119
AQT530_T3810936,1648645314,2022-03-30T15:01:54,2022-03-30,15:01:54,15.016666666666667,3120,Day,12.2,74.0,986.2,,,0.43799999999999994,0.0005099618414324496,0.008,0.01596179341608759,0.083,0.10353675493383711,7.9,11.5,15.2,3179
AQT530_T3810936,1648645374,2022-03-30T15:02:54,2022-03-30,15:02:54,15.033333333333333,3180,Day,12.2,72.2,986.2,,,0.433,0.0005041403592243167,0.006999999999999999,0.013966569239076639,0.078,0.09729960102216018,7.9,11.5,15.2,3239
AQT530_T3810936,1648645434,2022-03-30T15:03:54,2022-03-30,15:03:54,15.05,3240,Day,12.2,71.8,986.2,,,0.426,0.0004959902841329305,0.009000000000000001,0.01795701759309854,0.07,0.0873201547634771,7.9,11.5,15.2,3299
AQT530_T3810936,1648645494,2022-03-30T15:04:54,2022-03-30,15:04:54,15.066666666666666,3300,Day,12.3,72.7,986.2,,,0.42700000000000005,0.0004969804153685404,0.006,0.01196715121198264,0.067,0.08354858308124005,7.9,11.5,15.2,3359
AQT530_T3810936,1648645554,2022-03-30T15:05:54,2022-03-30,15:05:54,15.083333333333334,3360,Day,12.3,72.6,986.2,,,0.431,0.0005016359696108687,0.006,0.01196715121198264,0.062,0.07731361419458035,7.9,11.5,15.2,3419
AQT530_T3810936,1648645614,2022-03-30T15:06:54,2022-03-30,15:06:54,15.1,3420,Day,12.3,71.5,986.2,-0.0,-0.0,0.429,0.0004993081924897045,0.006999999999999999,0.013961676413979744,0.055999999999999994,0.06983165153058869,7.9,11.5,15.2,3479
AQT530_T3810936,1648645674,2022-03-30T15:07:54,2022-03-30,15:07:54,15.116666666666667,3480,Day,12.3,72.5,986.2,,,0.446,0.0005190942980195995,0.004,0.007978100807988426,0.053,0.06609067019859288,7.9,11.5,15.2,3539
AQT530_T3810936,1648645734,2022-03-30T15:08:54,2022-03-30,15:08:54,15.133333333333333,3540,Day,12.4,71.4,986.2,,,0.45299999999999996,0.0005270568772439913,0.006,0.011962960299283646,0.048,0.05983473976358371,7.9,11.5,15.2,3599
AQT530_T3810936,1648645794,2022-03-30T15:09:54,2022-03-30,15:09:54,15.15,3600,Day,12.4,71.5,986.1,,,0.46299999999999997,0.0005386370639305616,0.006,0.011961747263357941,0.045,0.05608938052708936,7.9,11.5,15.2,3659
AQT530_T3810936,1648645854,2022-03-30T15:10:54,2022-03-30,15:10:54,15.166666666666666,3660,Day,12.4,72.2,986.1,,,0.478,0.000556087508766325,0.003,0.005980873631678971,0.043,0.05359651917032982,7.9,11.5,15.2,3719
AQT530_T3810936,1648645914,2022-03-30T15:11:54,2022-03-30,15:11:54,15.183333333333334,3720,Day,12.5,72.0,986.1,,,0.474,0.0005512410114550328,0.003,0.0059787798548080855,0.04,0.04983977317855297,6.8,10.1,15.5,3779
AQT530_T3810936,1648645974,2022-03-30T15:12:54,2022-03-30,15:12:54,15.2,3780,Day,12.6,71.6,986.1,,,0.47200000000000003,0.0005487230037413234,0.005,0.009961145905663051,0.035,0.043594540008388284,6.8,10.1,15.5,3839
AQT530_T3810936,1648646034,2022-03-30T15:13:54,2022-03-30,15:13:54,15.216666666666667,3840,Day,12.6,71.1,986.1,,,0.467,0.0005429102600576229,0.005,0.009961145905663051,0.032,0.039857865150526424,6.8,10.1,15.5,3899
AQT530_T3810936,1648646094,2022-03-30T15:14:54,2022-03-30,15:14:54,15.233333333333333,3900,Day,12.7,71.0,986.1,,,0.47,0.0005462067577961736,0.005,0.009957661159850332,0.03,0.03735367642588855,6.8,10.1,15.5,3959
AQT530_T3810936,1648646154,2022-03-30T15:15:54,2022-03-30,15:15:54,15.25,3960,Day,12.7,69.2,986.1,-0.0,-0.0,0.469,0.0005450446157583093,0.005,0.009957661159850332,0.027999999999999997,0.034863431330829316,6.8,10.1,15.5,4019
AQT530_T3810936,1648646214,2022-03-30T15:16:54,2022-03-30,15:16:54,15.266666666666667,4020,Day,12.8,68.2,986.1,-0.0,-0.0,0.461,0.0005355601224071511,0.004,0.007963343081079117,0.026000000000000002,0.03236186496063954,6.8,10.1,15.5,4079
AQT530_T3810936,1648646274,2022-03-30T15:17:54,2022-03-30,15:17:54,15.283333333333333,4080,Day,12.8,67.6,986.1,,,0.452,0.0005251045017961655,0.004,0.007963343081079117,0.022000000000000002,0.027383116505156534,6.8,10.1,15.5,4139
AQT530_T3810936,1648646334,2022-03-30T15:18:54,2022-03-30,15:18:54,15.3,4140,Day,12.8,67.3,986.0,,,0.441,0.0005122734552268108,0.005,0.009953169402119471,0.02,0.02489121781313378,6.8,10.1,15.5,4199
AQT530_T3810936,1648646394,2022-03-30T15:19:54,2022-03-30,15:19:54,15.316666666666666,4200,Day,12.9,69.4,986.0,,,0.445,0.0005167392168355945,0.005,0.009949689881265735,0.02,0.024882516111398724,6.8,10.1,15.5,4259
AQT530_T3810936,1648646454,2022-03-30T15:20:54,2022-03-30,15:20:54,15.333333333333334,4260,Day,12.9,68.2,986.0,,,0.43700000000000006,0.0005074495230497862,0.005,0.009949689881265735,0.019,0.023638390305828788,6.8,10.1,15.5,4319
AQT530_T3810936,1648646514,2022-03-30T15:21:54,2022-03-30,15:21:54,15.35,4320,Day,13.0,66.5,986.0,,,0.436,0.0005061113802375066,0.005,0.00994621279236786,0.016,0.01989905639326397,6.0,8.7,12.9,4379
AQT530_T3810936,1648646574,2022-03-30T15:22:54,2022-03-30,15:22:54,15.366666666666667,4380,Day,13.0,68.5,986.0,,,0.431,0.0005003073506476269,0.004,0.007956970233894288,0.016,0.01989905639326397,6.0,8.7,12.9,4439
AQT530_T3810936,1648646634,2022-03-30T15:23:54,2022-03-30,15:23:54,15.383333333333333,4440,Day,13.0,67.6,986.0,,,0.428,0.0004968249328936991,0.005,0.00994621279236786,0.013000000000000001,0.016167983319526975,6.0,8.7,12.9,4499
AQT530_T3810936,1648646694,2022-03-30T15:24:54,2022-03-30,15:24:54,15.4,4500,Day,13.0,68.8,986.0,,,0.419,0.0004863776796319157,0.006,0.011935455350841432,0.013999999999999999,0.017411674344105968,6.0,8.7,12.9,4559
AQT530_T3810936,1648646754,2022-03-30T15:25:54,2022-03-30,15:25:54,15.416666666666666,4560,Day,13.0,65.9,986.0,-0.0,-0.0,0.41200000000000003,0.0004782520382060842,0.006,0.011935455350841432,0.012,0.014924292294947974,6.0,8.7,12.9,4618
AQT530_T3810936,1648646814,2022-03-30T15:26:54,2022-03-30,15:26:54,15.433333333333334,4620,Day,12.9,67.9,986.0,,,0.415,0.000481902865138813,0.006,0.01193962785751888,0.011000000000000001,0.013685383861269303,6.0,8.7,12.9,4678
AQT530_T3810936,1648646874,2022-03-30T15:27:54,2022-03-30,15:27:54,15.45,4680,Day,12.9,67.5,986.0,,,0.408,0.0004737743830762305,0.006,0.01193962785751888,0.01,0.012441258055699362,6.0,8.7,12.9,4738
AQT530_T3810936,1648646934,2022-03-30T15:28:54,2022-03-30,15:28:54,15.466666666666667,4740,Day,12.9,67.0,986.0,,,0.4,0.00046448468929042214,0.006,0.01193962785751888,0.01,0.012441258055699362,6.0,8.7,12.9,4798
AQT530_T3810936,1648646994,2022-03-30T15:29:54,2022-03-30,15:29:54,15.483333333333333,4800,Day,12.8,66.6,986.0,,,0.39399999999999996,0.00045767741804844306,0.006,0.011943803282543365,0.009000000000000001,0.0112010480159102,6.0,8.7,12.9,4858
AQT530_T3810936,1648647054,2022-03-30T15:30:54,2022-03-30,15:30:54,15.5,4860,Day,12.7,67.0,986.0,,,0.38799999999999996,0.0004508653839789381,0.006,0.011947981628977701,0.008,0.009959970241267246,6.0,8.7,12.9,4918
AQT530_T3810936,1648647114,2022-03-30T15:31:54,2022-03-30,15:31:54,15.516666666666667,4920,Day,12.6,66.7,985.9,,,0.382,0.00044400354672841053,0.006,0.011950950712982295,0.006999999999999999,0.008717139639847883,5.0,7.4,10.3,4978
AQT530_T3810936,1648647174,2022-03-30T15:32:54,2022-03-30,15:32:54,15.533333333333333,4980,Day,12.6,68.9,985.9,-0.0,-0.0,0.373,0.0004335427301824532,0.006,0.011950950712982295,0.008,0.009962445302683297,5.0,7.4,10.3,5038
AQT530_T3810936,1648647234,2022-03-30T15:33:54,2022-03-30,15:33:54,15.55,5040,Day,12.6,69.5,985.9,,,0.368,0.00042773116543469913,0.006,0.011950950712982295,0.006999999999999999,0.008717139639847883,5.0,7.4,10.3,5098
AQT530_T3810936,1648647294,2022-03-30T15:34:54,2022-03-30,15:34:54,15.566666666666666,5100,Day,12.5,70.1,985.9,0.0,0.0,0.364,0.00042323002563146757,0.006,0.011955134487081012,0.006,0.007474449707443776,5.0,7.4,10.3,5158
AQT530_T3810936,1648647354,2022-03-30T15:35:54,2022-03-30,15:35:54,15.583333333333334,5160,Day,12.5,69.7,985.9,,,0.359,0.00041741642637828797,0.006,0.011955134487081012,0.005,0.006228708089536478,5.0,7.4,10.3,5218
AQT530_T3810936,1648647414,2022-03-30T15:36:54,2022-03-30,15:36:54,15.6,5220,Day,12.5,68.3,985.9,,,0.355,0.0004127655469757444,0.006,0.011955134487081012,0.005,0.006228708089536478,5.0,7.4,10.3,5278
